sample_id,subject,word,sentence_id,word_id
171,YAC,traced,10,5
172,YAC,statements,10,7
173,YAC,from,10,8
174,YAC,Kurt,10,9
175,YAC,"Ludecke,",10,10
176,YAC,Germany's,10,11
177,YAC,representative,10,12
178,YAC,the,10,14
179,YAC,U.S.,10,15
180,YAC,the,10,17
181,YAC,"1920s,",10,18
182,YAC,Winifred,10,20
183,YAC,"Wagner,",10,21
184,YAC,daughter-in-law,10,22
185,YAC,Richard,10,24
186,YAC,"Wagner,",10,25
187,YAC,said,10,27
188,YAC,they,10,28
189,YAC,requested,10,29
190,YAC,funds,10,30
191,YAC,Ford,10,32
192,YAC,aid,10,34
193,YAC,the,10,35
194,YAC,National,10,36
195,YAC,Socialist,10,37
196,YAC,movement,10,38
197,YAC,Germany.,10,40
198,YAC,Although,11,0
199,YAC,Ford,11,1
200,YAC,often,11,3
201,YAC,credited,11,4
202,YAC,the,11,6
203,YAC,"idea,",11,7
204,YAC,contemporary,11,8
205,YAC,sources,11,9
206,YAC,indicate,11,10
207,YAC,the,11,12
208,YAC,concept,11,13
209,YAC,its,11,15
210,YAC,development,11,16
211,YAC,came,11,17
212,YAC,employees,11,19
213,YAC,Clarence,11,20
214,YAC,"Avery,",11,21
215,YAC,Peter,11,22
216,YAC,"Martin,",11,24
217,YAC,Charles,11,25
218,YAC,"Sorensen,",11,27
219,YAC,C.H.,11,29
220,YAC,Wills.,11,30
221,YAC,Henry,12,0
222,YAC,Ford,12,1
223,YAC,advocated,12,2
224,YAC,long-time,12,3
225,YAC,associate,12,4
226,YAC,Harry,12,5
227,YAC,Bennett,12,6
228,YAC,to,12,7
229,YAC,take,12,8
230,YAC,spot.,12,10
231,YAC,Edsel's,13,0
232,YAC,widow,13,1
233,YAC,"Eleanor,",13,2
234,YAC,had,13,4
235,YAC,inherited,13,5
236,YAC,Edsel's,13,6
237,YAC,voting,13,7
238,YAC,"stock,",13,8
239,YAC,wanted,13,9
240,YAC,son,13,11
241,YAC,Henry,13,12
242,YAC,II,13,14
243,YAC,take,13,16
244,YAC,over,13,17
245,YAC,position.,13,19
246,YAC,"1879,",14,1
247,YAC,left,14,3
248,YAC,home,14,4
249,YAC,nearby,14,7
250,YAC,city,14,8
251,YAC,Detroit,14,10
252,YAC,work,14,12
253,YAC,apprentice,14,15
254,YAC,"machinist,",14,16
255,YAC,first,14,17
256,YAC,James,14,19
257,YAC,Flower,14,21
258,YAC,"Bros.,",14,23
259,YAC,later,14,25
260,YAC,Detroit,14,28
261,YAC,Co.,14,31
262,YAC,Alexander,15,0
263,YAC,Rae,15,1
264,YAC,Baldwin,15,2
265,YAC,III,15,3
266,YAC,(born,15,4
267,YAC,April,15,5
268,YAC,"3,",15,6
269,YAC,"1958,",15,7
270,YAC,"Massapequa,",15,9
271,YAC,Long,15,10
272,YAC,"Island,",15,11
273,YAC,New,15,12
274,YAC,"York,",15,13
275,YAC,USA),15,14
276,YAC,is,15,15
277,YAC,an,15,16
278,YAC,American,15,17
279,YAC,actor,15,18
280,YAC,who,15,19
281,YAC,the,15,21
282,YAC,oldest,15,22
283,YAC,best,15,24
284,YAC,known,15,25
285,YAC,the,15,27
286,YAC,"""Baldwin",15,28
287,YAC,"brothers"",",15,29
288,YAC,brothers,15,31
289,YAC,"Daniel,",15,32
290,YAC,Stephen,15,33
291,YAC,William.,15,35
292,YAC,is,16,1
293,YAC,of,16,2
294,YAC,three,16,3
295,YAC,quarters,16,4
296,YAC,Irish,16,5
297,YAC,one,16,7
298,YAC,quarter,16,8
299,YAC,French,16,9
300,YAC,descent.,16,10
301,YAC,Baldwin,17,0
302,YAC,has,17,1
303,YAC,appeared,17,2
304,YAC,movies,17,4
305,YAC,such,17,5
306,YAC,The,17,7
307,YAC,"Cooler,",17,8
308,YAC,The,17,9
309,YAC,Hunt,17,10
310,YAC,Red,17,12
311,YAC,"October,",17,13
312,YAC,"Beetlejuice,",17,14
313,YAC,Ghosts,17,15
314,YAC,"Mississippi,",17,17
315,YAC,Talk,17,18
316,YAC,"Radio,",17,19
317,YAC,Final,17,20
318,YAC,Fantasy:,17,21
319,YAC,Spirits,17,23
320,YAC,Within,17,24
321,YAC,"(voice),",17,25
322,YAC,Cat,17,27
323,YAC,"Hat,",17,30
324,YAC,Pearl,17,31
325,YAC,"Harbor,",17,32
326,YAC,Thomas,17,33
327,YAC,the,17,35
328,YAC,Magic,17,36
329,YAC,"Railroad,",17,37
330,YAC,Along,17,38
331,YAC,Came,17,39
332,YAC,"Polly,",17,40
333,YAC,SpongeBob,17,42
334,YAC,SquarePants,17,43
335,YAC,"Movie,",17,44
336,YAC,The,17,46
337,YAC,Aviator.,17,47
338,YAC,Baldwin,18,1
339,YAC,"young,",18,3
340,YAC,had,18,5
341,YAC,job,18,7
342,YAC,a,18,9
343,YAC,busboy,18,10
344,YAC,at,18,11
345,YAC,famous,18,12
346,YAC,New,18,13
347,YAC,York,18,14
348,YAC,City,18,15
349,YAC,disco,18,16
350,YAC,Studio,18,17
351,YAC,54.,18,18
352,YAC,He,19,0
353,YAC,was,19,1
354,YAC,married,19,2
355,YAC,actress,19,4
356,YAC,Kim,19,5
357,YAC,Basinger,19,6
358,YAC,from,19,7
359,YAC,1993,19,8
360,YAC,2002.,19,10
361,YAC,liberal,20,2
362,YAC,"Democrat,",20,3
363,YAC,always,20,5
364,YAC,had,20,6
365,YAC,active,20,8
366,YAC,interest,20,9
367,YAC,in,20,10
368,YAC,politics,20,11
369,YAC,frequently,20,14
370,YAC,rumored,20,15
371,YAC,to,20,16
372,YAC,be,20,17
373,YAC,candidate,20,19
374,YAC,public,20,21
375,YAC,office.,20,22
376,YAC,"particular,",21,1
377,YAC,Baldwin,21,2
378,YAC,one,21,4
379,YAC,of,21,5
380,YAC,frequent,21,8
381,YAC,hosts,21,9
382,YAC,of,21,10
383,YAC,Saturday,21,11
384,YAC,Night,21,12
385,YAC,"Live,",21,13
386,YAC,leading,21,14
387,YAC,show,21,16
388,YAC,eleven,21,17
389,YAC,also,21,20
390,YAC,making,21,21
391,YAC,cameo,21,22
392,YAC,appearances,21,23
393,YAC,regularly.,21,24
394,YAC,played,22,1
395,YAC,William,22,2
396,YAC,Barrett,22,3
397,YAC,Travis,22,4
398,YAC,movie,22,7
399,YAC,about,22,8
400,YAC,Alamo,22,10
401,YAC,called,22,11
402,YAC,Thirteen,22,12
403,YAC,Days,22,13
404,YAC,Glory.,22,15
405,YAC,"1998,",23,1
406,YAC,he,23,2
407,YAC,began,23,3
408,YAC,narrating,23,4
409,YAC,American,23,6
410,YAC,version,23,7
411,YAC,children's,23,10
412,YAC,series,23,11
413,YAC,Thomas,23,12
414,YAC,Tank,23,14
415,YAC,Engine,23,15
416,YAC,Friends.,23,17
417,YAC,infamous,24,2
418,YAC,his,24,4
419,YAC,1994,24,5
420,YAC,on,24,7
421,YAC,Night,24,9
422,YAC,Live,24,10
423,YAC,potrays,24,13
424,YAC,"Armstrong,",24,15
425,YAC,scoutmaster,24,17
426,YAC,who,24,18
427,YAC,"pedophile,",24,21
428,YAC,rips,24,23
429,YAC,shirt,24,25
430,YAC,puts,24,27
431,YAC,mouth,24,29
432,YAC,around,24,30
433,YAC,Adam,24,31
434,YAC,Sandler's,24,32
435,YAC,neck.,24,33
436,YAC,Rosemary,25,0
437,YAC,Clooney,25,1
438,YAC,(May,25,2
439,YAC,"23,",25,3
440,YAC,1928,25,4
441,YAC,"29,",25,7
442,YAC,was,25,9
443,YAC,an,25,10
444,YAC,American,25,11
445,YAC,popular,25,12
446,YAC,singer,25,13
447,YAC,actress.,25,15
448,YAC,1954,26,1
449,YAC,"she,",26,2
450,YAC,along,26,3
451,YAC,Bing,26,5
452,YAC,"Crosby,",26,6
453,YAC,Danny,26,7
454,YAC,"Kaye,",26,8
455,YAC,and,26,9
456,YAC,"Vera-Ellen,",26,10
457,YAC,starred,26,11
458,YAC,movie,26,14
459,YAC,White,26,15
460,YAC,Christmas.,26,16
461,YAC,Clooney's,27,0
462,YAC,first,27,1
463,YAC,"recordings,",27,2
464,YAC,May,27,4
465,YAC,of,27,5
466,YAC,1946,27,6
467,YAC,were,27,7
468,YAC,Columbia,27,9
469,YAC,Records,27,10
470,YAC,as,27,11
471,YAC,singer,27,13
472,YAC,the,27,15
473,YAC,band,27,17
474,YAC,Tony,27,19
475,YAC,Pastor.,27,20
476,YAC,Rosemary,28,0
477,YAC,Clooney,28,1
478,YAC,married,28,3
479,YAC,"times,",28,5
480,YAC,twice,28,6
481,YAC,Jose,28,8
482,YAC,Ferrer,28,9
483,YAC,(from,28,10
484,YAC,1953,28,11
485,YAC,1961,28,13
486,YAC,then,28,15
487,YAC,again,28,16
488,YAC,from,28,17
489,YAC,1964,28,18
490,YAC,1967),28,20
491,YAC,whom,28,22
492,YAC,had,28,24
493,YAC,five,28,25
494,YAC,including,28,27
495,YAC,actor,28,28
496,YAC,Miguel,28,29
497,YAC,"Ferrer,",28,30
498,YAC,born,28,31
499,YAC,"1955,",28,33
500,YAC,Gabriel,28,35
501,YAC,"Ferrer,",28,36
502,YAC,born,28,37
503,YAC,"1956,",28,38
504,YAC,who,28,39
505,YAC,married,28,40
506,YAC,Debby,28,41
507,YAC,"Boone,",28,42
508,YAC,once,28,44
509,YAC,Dante,28,46
510,YAC,DePaolo,28,47
511,YAC,(whom,28,48
512,YAC,married,28,50
513,YAC,1997).,28,52
514,YAC,"Rosemary,",29,0
515,YAC,"Betty,",29,1
516,YAC,and,29,2
517,YAC,"brother,",29,3
518,YAC,"Nick,",29,4
519,YAC,well,29,6
520,YAC,as,29,7
521,YAC,George,29,10
522,YAC,Clooney,29,11
523,YAC,(Nick's,29,12
524,YAC,"son),",29,13
525,YAC,became,29,15
526,YAC,entertainers.,29,16
527,YAC,1945,30,1
528,YAC,Clooney,30,3
529,YAC,sisters,30,4
530,YAC,won,30,5
531,YAC,a,30,6
532,YAC,spot,30,7
533,YAC,Cincinnati's,30,9
534,YAC,radio,30,10
535,YAC,station,30,11
536,YAC,WLW,30,12
537,YAC,singers.,30,14
538,YAC,She,31,0
539,YAC,was,31,1
540,YAC,"Maysville,",31,4
541,YAC,"Kentucky,",31,5
542,YAC,about,31,6
543,YAC,60,31,7
544,YAC,Ohio,31,11
545,YAC,River,31,12
546,YAC,"Cincinnati,",31,14
547,YAC,Ohio,31,15
548,YAC,Andrew,31,17
549,YAC,Joseph,31,18
550,YAC,Clooney,31,19
551,YAC,and,31,20
552,YAC,Frances,31,21
553,YAC,Marie,31,22
554,YAC,"Guilfoyle,",31,23
555,YAC,of,31,25
556,YAC,whom,31,26
557,YAC,Irish,31,29
558,YAC,descent,31,30
559,YAC,(Rosemary's,31,31
560,YAC,paternal,31,32
561,YAC,"great-grandparents,",31,33
562,YAC,Nicholas,31,34
563,YAC,Clooney,31,35
564,YAC,Bridget,31,37
565,YAC,were,31,39
566,YAC,born,31,40
567,YAC,"Ireland),",31,42
568,YAC,although,31,43
569,YAC,paternal,31,45
570,YAC,"grandmother,",31,46
571,YAC,Crescentia,31,47
572,YAC,"Koch,",31,48
573,YAC,German.,31,50
574,YAC,Clooney,32,2
575,YAC,left,32,3
576,YAC,"Columbia,",32,4
577,YAC,doing,32,5
578,YAC,number,32,7
579,YAC,recordings,32,9
580,YAC,MGM,32,11
581,YAC,Records,32,12
582,YAC,then,32,14
583,YAC,for,32,16
584,YAC,Coral,32,17
585,YAC,Records.,32,18
586,YAC,"Finally,",33,0
587,YAC,toward,33,1
588,YAC,the,33,2
589,YAC,of,33,4
590,YAC,"1958,",33,5
591,YAC,she,33,6
592,YAC,with,33,8
593,YAC,RCA,33,9
594,YAC,Victor,33,10
595,YAC,"Records,",33,11
596,YAC,where,33,12
597,YAC,she,33,13
598,YAC,stayed,33,14
599,YAC,until,33,15
600,YAC,1963,33,16
601,YAC,except,33,17
602,YAC,doing,33,19
603,YAC,Reprise,33,25
604,YAC,Records.,33,26
605,YAC,In,34,0
606,YAC,1964,34,1
607,YAC,to,34,4
608,YAC,Reprise,34,5
609,YAC,shifting,34,7
610,YAC,the,34,8
611,YAC,year,34,10
612,YAC,to,34,11
613,YAC,Dot,34,12
614,YAC,Records.,34,13
615,YAC,1966,35,1
616,YAC,went,35,3
617,YAC,to,35,4
618,YAC,United,35,5
619,YAC,Artists,35,6
620,YAC,Records.,35,7
621,YAC,1986,36,1
622,YAC,with,36,6
623,YAC,Wild,36,7
624,YAC,Fischer,36,9
625,YAC,Hard,36,13
626,YAC,"Business"".",36,14
627,YAC,Michael,37,0
628,YAC,McManus,37,1
629,YAC,(born,37,2
630,YAC,February,37,3
631,YAC,1959),37,5
632,YAC,a,37,7
633,YAC,syndicated,37,8
634,YAC,columnist,37,9
635,YAC,who,37,10
636,YAC,wrote,37,11
637,YAC,Ethics,37,12
638,YAC,Religion.,37,14
639,YAC,On,38,0
640,YAC,January,38,1
641,YAC,"28,",38,2
642,YAC,2005,38,3
643,YAC,was,38,5
644,YAC,revealed,38,6
645,YAC,that,38,7
646,YAC,he,38,8
647,YAC,accepted,38,9
648,YAC,from,38,11
649,YAC,George,38,13
650,YAC,Bush,38,15
651,YAC,administration,38,16
652,YAC,promote,38,18
653,YAC,marriage,38,20
654,YAC,initiative,38,21
655,YAC,disclose,38,27
656,YAC,to,38,28
657,YAC,his,38,29
658,YAC,readers.,38,30
659,YAC,Timothy,39,0
660,YAC,"Bush,",39,1
661,YAC,1728,39,4
662,YAC,c.,39,6
663,YAC,1815),39,7
664,YAC,is,40,1
665,YAC,assumed,40,2
666,YAC,Mary,40,11
667,YAC,Fairbanks,40,12
668,YAC,both,40,13
669,YAC,"Dedham,",40,15
670,YAC,blacksmith,41,5
671,YAC,Revolution,41,10
672,YAC,broke,41,11
673,YAC,out,41,12
674,YAC,militia,41,13
675,YAC,Captain,41,14
676,YAC,Continental,41,23
677,YAC,Army.,41,24
678,YAC,family,42,1
679,YAC,moved,42,2
680,YAC,around,42,3
681,YAC,1810,42,4
682,YAC,"Springport,",42,6
683,YAC,Cayuga,42,8
684,YAC,County,42,9
685,YAC,the,42,11
686,YAC,"Rochester,",42,12
687,YAC,New,42,13
688,YAC,York,42,14
689,YAC,area.,42,15
690,YAC,died,43,1
691,YAC,"Springport,",43,3
692,YAC,New,43,4
693,YAC,York,43,5
694,YAC,in,43,6
695,YAC,1815.,43,7
696,YAC,son,44,2
697,YAC,Timothy,44,3
698,YAC,"Bush,",44,4
699,YAC,"Jr.,",44,5
700,YAC,who,44,6
701,YAC,was,44,7
702,YAC,also,44,8
703,YAC,"blacksmith,",44,10
704,YAC,descended,44,11
705,YAC,two,44,12
706,YAC,American,44,13
707,YAC,Presidents,44,14
708,YAC,-George,44,15
709,YAC,and,44,19
710,YAC,George,44,20
711,YAC,Bush.,44,22
712,YAC,Bush,45,0
713,YAC,was,45,1
714,YAC,soldier,45,3
715,YAC,French,45,6
716,YAC,Indian,45,8
717,YAC,Wars,45,9
718,YAC,Captain,45,12
719,YAC,American,45,15
720,YAC,and,45,17
721,YAC,great-great-great-great-great,45,20
722,YAC,grandfather,45,21
723,YAC,president,45,23
724,YAC,George,45,24
725,YAC,W.,45,25
726,YAC,Bush.,45,26
727,YAC,They,46,0
728,YAC,had,46,1
729,YAC,five,46,2
730,YAC,children,46,3
731,YAC,which,46,5
732,YAC,relocated,46,7
733,YAC,"Norwich,",46,9
734,YAC,Vermont,46,10
735,YAC,where,46,11
736,YAC,Bush,46,12
737,YAC,a,46,14
738,YAC,Captain,46,15
739,YAC,militia,46,18
740,YAC,company.,46,19
741,YAC,Hutchinson,47,1
742,YAC,"17,",47,3
743,YAC,1591,47,4
744,YAC,August,47,6
745,YAC,"20,",47,7
746,YAC,unauthorized,47,11
747,YAC,Puritan,47,12
748,YAC,dissident,47,16
749,YAC,church,47,17
750,YAC,discussion,47,18
751,YAC,"group,",47,19
752,YAC,pioneer,47,21
753,YAC,Island,47,24
754,YAC,Bronx.,47,27
755,YAC,"Eventually,",48,0
756,YAC,John,48,1
757,YAC,Winthrop,48,2
758,YAC,decided,48,3
759,YAC,take,48,5
760,YAC,Hutchinson,48,6
761,YAC,power,48,9
762,YAC,before,48,10
763,YAC,community's,48,18
764,YAC,men.,48,19
765,YAC,After,49,0
766,YAC,two-day,49,2
767,YAC,trial,49,3
768,YAC,banished,49,6
769,YAC,as,49,7
770,YAC,heretic,49,9
771,YAC,1638,49,11
772,YAC,and,49,12
773,YAC,led,49,13
774,YAC,60,49,14
775,YAC,followers,49,15
776,YAC,settle,49,17
777,YAC,what,49,21
778,YAC,later,49,22
779,YAC,became,49,23
780,YAC,Rhode,49,24
781,YAC,Island.,49,25
782,YAC,After,50,0
783,YAC,many,50,1
784,YAC,football,50,2
785,YAC,insiders,50,3
786,YAC,criticized,50,4
787,YAC,Manning,50,5
788,YAC,for,50,6
789,YAC,0-3,50,8
790,YAC,the,50,10
791,YAC,"playoffs,",50,11
792,YAC,won,50,13
793,YAC,his,50,14
794,YAC,NFL,50,16
795,YAC,playoff,50,17
796,YAC,game,50,18
797,YAC,against,50,19
798,YAC,Denver,50,21
799,YAC,Broncos,50,22
800,YAC,January,50,24
801,YAC,"4,",50,25
802,YAC,2004.,50,26
803,YAC,Manning's,51,0
804,YAC,Passer,51,1
805,YAC,Rating,51,2
806,YAC,in,51,3
807,YAC,Colts',51,5
808,YAC,playoff,51,6
809,YAC,games,51,7
810,YAC,against,51,8
811,YAC,the,51,9
812,YAC,Broncos,51,10
813,YAC,Kansas,51,12
814,YAC,City,51,13
815,YAC,Chiefs,51,14
816,YAC,was,51,15
817,YAC,perfect,51,17
818,YAC,158.3.,51,18
819,YAC,coached,52,1
820,YAC,Winston-Salem,52,3
821,YAC,State,52,4
822,YAC,University,52,5
823,YAC,from,52,6
824,YAC,1946,52,7
825,YAC,"1993,",52,9
826,YAC,compiling,52,10
827,YAC,828-447,52,12
828,YAC,record.,52,13
829,YAC,shared,53,1
830,YAC,honor,53,3
831,YAC,Tennessee,53,5
832,YAC,Titans,53,6
833,YAC,quarterback,53,7
834,YAC,Steve,53,8
835,YAC,McNair.,53,9
836,YAC,"However,",54,0
837,YAC,posted,54,2
838,YAC,third,54,4
839,YAC,lowest,54,5
840,YAC,passer,54,6
841,YAC,rating,54,7
842,YAC,his,54,9
843,YAC,career,54,10
844,YAC,35.5,54,12
845,YAC,the,54,15
846,YAC,AFC,54,16
847,YAC,title,54,17
848,YAC,game,54,18
849,YAC,against,54,19
850,YAC,New,54,21
851,YAC,England,54,22
852,YAC,"Patriots,",54,23
853,YAC,throwing,54,24
854,YAC,four,54,25
855,YAC,interceptions,54,26
856,YAC,in,54,27
857,YAC,a,54,28
858,YAC,24-14,54,29
859,YAC,loss.,54,30
860,YAC,put,55,1
861,YAC,up,55,2
862,YAC,even,55,3
863,YAC,more,55,4
864,YAC,impressive,55,5
865,YAC,numbers,55,6
866,YAC,his,55,8
867,YAC,last,55,9
868,YAC,season,55,10
869,YAC,"(3,819",55,11
870,YAC,"yards,",55,12
871,YAC,36,55,13
872,YAC,touchdowns),55,14
873,YAC,finished,55,16
874,YAC,second,55,17
875,YAC,Heisman,55,19
876,YAC,Trophy,55,20
877,YAC,voting,55,21
878,YAC,The,55,23
879,YAC,University,55,24
880,YAC,Michigan's,55,26
881,YAC,Charles,55,27
882,YAC,"Woodson,",55,28
883,YAC,although,55,29
884,YAC,was,55,31
885,YAC,beat,55,34
886,YAC,arch,55,35
887,YAC,rival,55,36
888,YAC,University,55,37
889,YAC,Florida,55,39
890,YAC,the,55,41
891,YAC,fourth,55,42
892,YAC,consecutive,55,43
893,YAC,time.,55,44
894,YAC,mother,56,1
895,YAC,Jacqueline,56,2
896,YAC,Kennedy,56,3
897,YAC,was,56,4
898,YAC,married,56,5
899,YAC,Greek,56,7
900,YAC,shipping,56,8
901,YAC,tycoon,56,9
902,YAC,Aristotle,56,10
903,YAC,Onassis,56,11
904,YAC,from,56,12
905,YAC,1968,56,13
906,YAC,until,56,14
907,YAC,Onassis's,56,15
908,YAC,death,56,16
909,YAC,in,56,17
910,YAC,"1975,",56,18
911,YAC,when,56,19
912,YAC,John,56,20
913,YAC,14,56,22
914,YAC,years,56,23
915,YAC,"accounts,",57,2
916,YAC,Aristotle,57,3
917,YAC,Onassis,57,4
918,YAC,did,57,5
919,YAC,play,57,7
920,YAC,particularly,57,9
921,YAC,significant,57,10
922,YAC,in,57,12
923,YAC,young,57,13
924,YAC,John's,57,14
925,YAC,life.,57,15
926,YAC,graduated,58,1
927,YAC,1983,58,3
928,YAC,a,58,5
929,YAC,bachelor's,58,6
930,YAC,degree,58,7
931,YAC,in,58,8
932,YAC,history.,58,9
933,YAC,Taylor,59,0
934,YAC,was,59,1
935,YAC,born,59,2
936,YAC,dual,59,4
937,YAC,British,59,5
938,YAC,and,59,6
939,YAC,American,59,7
940,YAC,citizenship.,59,8
941,YAC,VII,60,1
942,YAC,(January,60,2
943,YAC,"29,",60,3
944,YAC,1749–March,60,4
945,YAC,"13,",60,5
946,YAC,"1808),",60,6
947,YAC,King,60,7
948,YAC,Denmark,60,9
949,YAC,"Norway,",60,11
950,YAC,Duke,60,12
951,YAC,Schleswig,60,14
952,YAC,Holstein.,60,16
953,YAC,was,61,1
954,YAC,son,61,3
955,YAC,Frederick,61,5
956,YAC,"V,",61,6
957,YAC,King,61,7
958,YAC,"Denmark,",61,9
959,YAC,and,61,10
960,YAC,first,61,12
961,YAC,consort,61,13
962,YAC,"Louisa,",61,14
963,YAC,daughter,61,15
964,YAC,George,61,17
965,YAC,of,61,19
966,YAC,Great,61,20
967,YAC,Britain.,61,21
968,YAC,sank,62,2
969,YAC,condition,62,5
970,YAC,of,62,6
971,YAC,mental,62,7
972,YAC,Patti,63,0
973,YAC,was,63,1
974,YAC,born,63,2
975,YAC,Adela,63,3
976,YAC,Juana,63,4
977,YAC,Maria,63,5
978,YAC,Patti,63,6
979,YAC,Italian,63,8
980,YAC,parents,63,9
981,YAC,"Madrid,",63,11
982,YAC,Spain.,63,12
983,YAC,Symptoms,64,0
984,YAC,during,64,1
985,YAC,time,64,3
986,YAC,included,64,4
987,YAC,"paranoia,",64,5
988,YAC,self-mutilation,64,6
989,YAC,hallucinations.,64,8
990,YAC,became,65,1
991,YAC,submissive,65,2
992,YAC,upstart,65,4
993,YAC,Johann,65,5
994,YAC,Friedrich,65,6
995,YAC,"Struensee,",65,7
996,YAC,rose,65,9
997,YAC,steadily,65,10
998,YAC,power,65,12
999,YAC,the,65,14
1000,YAC,late,65,15
1001,YAC,1760s.,65,16
1002,YAC,neglected,66,1
1003,YAC,lonely,66,3
1004,YAC,Caroline,66,4
1005,YAC,Mathilde,66,5
1006,YAC,drifted,66,6
1007,YAC,affair,66,9
1008,YAC,with,66,10
1009,YAC,Struensee.,66,11
1010,YAC,widely,67,3
1011,YAC,believed,67,4
1012,YAC,Louise,67,6
1013,YAC,was,67,7
1014,YAC,daughter,67,9
1015,YAC,of,67,10
1016,YAC,Struensee,67,11
1017,YAC,portrait,67,13
1018,YAC,comparisons,67,14
1019,YAC,supported,67,16
1020,YAC,this.,67,17
1021,YAC,Struensee,68,0
